,Page URL,Name,Description,Amount
131,https://www.rockefellerfoundation.org/grant/grant-2020-415/,Rockefeller Foundation Donations 2020,in support of RF donations to charitable organizations,"$1,500,000"
132,https://www.rockefellerfoundation.org/grant/grant-global-fund-to-fight-aids-tuberculosis-malaria-2020-2/,2020,"in support of strengthening health data systems to enable scale up and use of data analytics by Ministries of Health in at least 4 low-income economy countries, referred to as the “Digital Health Catalytic Fund.”","$15,000,000"
133,https://www.rockefellerfoundation.org/grant/grant-2020-122/,,toward the costs of building an insect based feed sector in Kenya to support transition towards sustainable feed for protective foods such as fish and eggs,"$200,000"
134,https://www.rockefellerfoundation.org/grant/grant-2020-413/,Voter Registration Project 2020,"in general support of its mission to create a more representative democracy by supporting large-scale, long-term nonpartisan voter registration in communities of color.","$275,000"
135,https://www.rockefellerfoundation.org/grant/grant-just-capital-foundation-2020-2/,JUST Capital Foundation 2020,"in general support of its mission to build an economy that works for all Americans by helping companies to improve how they serve all their stakeholders – workers, customers, communities, the environment, and shareholders","$300,000"
136,https://www.rockefellerfoundation.org/grant/grant-2020-120/,Every Mother Counts 2020,"in general support of its mission to achieve quality, respectful, and equitable maternity care for all.","$25,000"
137,https://www.rockefellerfoundation.org/grant/grant-2020-121/,American Civil Liberties Union Foundation 2020,toward the cost of efforts to protect the rights of all Americans to participate in the political process in the midst of the COVID pandemic,"$250,000"
138,https://www.rockefellerfoundation.org/grant/grant-rockefeller-philanthropy-advisors-2020-2/,Rockefeller Philanthropy Advisors 2020,for use by its Upstart Co-Lab toward the costs of defining and promoting the Inclusive Creative Economy field among the impact investing community,"$150,000"
139,https://www.rockefellerfoundation.org/grant/grant-nextgen-chamber-of-commerce-foundation-2020/,NextGen Chamber of Commerce Foundation 2020,in support of an effort to educate center-right social and religious groups and businesses about the value of the Earned Income Tax Credit and Child Tax Credit for low-income families,"$500,000"
140,https://www.rockefellerfoundation.org/grant/grant-alliance-for-a-green-revolution-in-africa-2020-2/,Alliance for a Green Revolution in Africa 2020,"toward the costs of strengthening systems for data and information generation that will support governments to implement agricultural and trade policies for improved food and nutrition security, and developing a platform for coordinating strategic responses to African food security across a number of African countries, in response to the COVID-19 crisis.","$1,000,000"
141,https://www.rockefellerfoundation.org/grant/grant-2020-340/,International Development Research Centre 2020,toward the costs of a research partnership initiative that seeks to catalyze change for healthy and sustainable food systems in low- and middle-income countries,"$4,000,000"
142,https://www.rockefellerfoundation.org/grant/grant-university-of-california-davis-2020/,"University of California, Davis 2020",toward the costs of developing standardized protein mass spectrometry analyses as a foundation for building a comprehensive molecular map of the food system,"$291,473"
143,https://www.rockefellerfoundation.org/grant/grant-american-security-project-2020/,American Security Project 2020,"for use by its World War Zero initiative, an effort to achieve action and mobilization through awareness and public education to halt the increase of global carbon emissions","$500,000"
144,https://www.rockefellerfoundation.org/grant/grant-institute-for-local-self-reliance-2020/,Institute for Local Sel,in support of research to develop a proposal to deploy 30 million solar rooftops for equitable and green COVID-19 recovery in the U.S.,"$250,000"
145,https://www.rockefellerfoundation.org/grant/grant-eastern-africa-grain-council-2020/,Eastern Africa Grain Council 2020,"in support of developing and demonstrating a smart market concept that increases access to safe, affordable and nutritious food in Kenya, in response to the COVID-19 crisis.","$1,500,000"
146,https://www.rockefellerfoundation.org/grant/grant-forward-together-new-orleans-2020-2/,Forward Together New Orleans 2020,"in support of efforts to train former hospitality workers who are facing job-loss due to the COVID-19 pandemic for a healthcare career that begins as a community health worker and contact tracer, in collaboration with the City of New Orleans and Resilience Force","$400,000"
147,https://www.rockefellerfoundation.org/grant/grant-the-commons-project-foundation-2020/,The Commons Project Foundation 2020,"in support of the development of tools for managing health and other personal data under a nonprofit, people-first business model","$500,000"
148,https://www.rockefellerfoundation.org/grant/grant-global-alliance-for-improved-nutrition-2020/,Global Alliance for Improved Nutrition 2020,in support of providing small- and medium-sized enterprises with the resources to sustain access to nutritious foods during the COVID-19 pandemic,"$500,000"
149,https://www.rockefellerfoundation.org/grant/grant-eat-foundation-2020/,EAT Foundation 2020,"toward the costs of launching the Food System Economic Commission, an independent, interdisciplinary academic commission to deliver a state of the art scientific assessment on the economics of the transition to healthy, inclusive and sustainable food systems <br/> ","$300,000"
150,https://www.rockefellerfoundation.org/grant/grant-core-community-organized-relief-effort-2020-8/,CORE Community Organized Relief Effort 2020,"toward the costs of expanding COVID-19 testing sites to increase access to vulnerable individuals, in collaboration with the City of New Orleans","$200,000"
151,https://www.rockefellerfoundation.org/grant/grant-arizona-state-university-foundation-for-a-new-american-university-2020/,Arizona State University Foundation for A New American University 2020,"in support of efforts to develop test use cases, build an interactive back-to-work data dashboard, catalog and review testing innovations and keep an updated repository of tests that includes quality metrics, with the ultimate goal of scaling smart testing solutions to decrease the transmission of, and illness and death related to, COVID-19","$1,078,772"
152,https://www.rockefellerfoundation.org/grant/grant-american-heart-association-2020-2/,American Heart Association 2020,"toward the costs of the Preemption Policy Fund, an effort to build the capacity of local organizations in Georgia and Arkansas to advance and protect policies on economic equity, with a focus on the Earned Income Tax Credit and the Child Tax Credit, especially crucial in the wake of COVID-19","$350,000"
